date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:50:26	5483/5483	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:50:21%20GMT	http://www.st-dongxing.com/product.asp?ID=92	www.st-dongxing.com/product2410.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:50:28	162640/162640	---M--	200	added ('OK')	image/jpeg	etag:%2297efa9c6f7d21:0%22	http://www.st-dongxing.com/Uploadfile/newsImg/month_201511/20151128114831733173.jpg	www.st-dongxing.com/Uploadfile/newsImg/month_201511/20151128114831733173.jpg	(from http://www.st-dongxing.com/news_s.asp?ID=635)
09:50:30	5483/5483	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:50:24%20GMT	http://www.st-dongxing.com/product.asp?ID=89	www.st-dongxing.com/producte5c0.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:50:37	156524/156524	---M--	200	added ('OK')	image/jpeg	etag:%2285b021abc6f7d21:0%22	http://www.st-dongxing.com/Uploadfile/newsImg/month_201511/20151128114839833983.jpg	www.st-dongxing.com/Uploadfile/newsImg/month_201511/20151128114839833983.jpg	(from http://www.st-dongxing.com/news_s.asp?ID=635)
09:50:38	5485/5485	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:50:33%20GMT	http://www.st-dongxing.com/product.asp?ID=88	www.st-dongxing.com/product21ab.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:01	177990/177990	---M--	200	added ('OK')	image/jpeg	etag:%226d66fb69cbf7d21:0%22	http://www.st-dongxing.com/Uploadfile/proImg/month_20146/20146181571787451.jpg	www.st-dongxing.com/Uploadfile/proImg/month_20146/20146181571787451.jpg	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:02	124216/124216	---M--	200	added ('OK')	image/jpeg	etag:%2290a6de4cbf7d21:0%22	http://www.st-dongxing.com/Uploadfile/proImg/month_20146/201461216371320392.jpg	www.st-dongxing.com/Uploadfile/proImg/month_20146/201461216371320392.jpg	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:02	5491/5491	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:50:57%20GMT	http://www.st-dongxing.com/product.asp?ID=87	www.st-dongxing.com/product87d3.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:04	5483/5483	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:50:59%20GMT	http://www.st-dongxing.com/product.asp?ID=86	www.st-dongxing.com/product05b1.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:14	226221/226221	---M--	200	added ('OK')	image/jpeg	etag:%2289d9b338cbf7d21:0%22	http://www.st-dongxing.com/Uploadfile/proImg/month_20146/20146181427612243.jpg	www.st-dongxing.com/Uploadfile/proImg/month_20146/20146181427612243.jpg	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:15	5491/5491	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:51:10%20GMT	http://www.st-dongxing.com/product.asp?ID=84	www.st-dongxing.com/productfe1e.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:32	159678/159678	---M--	200	added ('OK')	image/jpeg	etag:%22c38a66e9cbf7d21:0%22	http://www.st-dongxing.com/Uploadfile/proImg/month_20146/201461315213388384.jpg	www.st-dongxing.com/Uploadfile/proImg/month_20146/201461315213388384.jpg	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:34	5497/5497	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:51:28%20GMT	http://www.st-dongxing.com/product.asp?ID=83	www.st-dongxing.com/product784d.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:51:58	235811/235811	---M--	200	added ('OK')	image/jpeg	etag:%223fc01e59ccf7d21:0%22	http://www.st-dongxing.com/Uploadfile/proImg/month_20146/201461814401578616.jpg	www.st-dongxing.com/Uploadfile/proImg/month_20146/201461814401578616.jpg	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:52:00	5483/5483	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Nov%202018%2006:51:54%20GMT	http://www.st-dongxing.com/product.asp?ID=82	www.st-dongxing.com/product5217.html	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
09:52:14	596127/596127	---M--	200	added ('OK')	image/jpeg	etag:%22b37aeb4eccf7d21:0%22	http://www.st-dongxing.com/Uploadfile/proImg/month_20146/201461814263356155.jpg	www.st-dongxing.com/Uploadfile/proImg/month_20146/201461814263356155.jpg	(from http://www.st-dongxing.com/products_d.asp?ClassID=401)
